structure,element_A,element_B,selected_source,available_sources,n_entries,a_mean,a_cv,Omega_sf_King
L12,Nb,Sc,VASP,VASP,1,4.267021,,-0.015577
L12,Nb,Sn,VASP,VASP,1,4.230922,,-0.064832
L12,Nb,Ta,VASP,VASP,1,4.224916,,0.048179
L12,Nb,Tb,VASP,VASP,1,4.019739,,-0.244953
L12,Nb,Ti,VASP,VASP,1,4.187582,,0.025841
L12,Nb,V,VASP,VASP,1,4.134093,,0.04275
L12,Nb,W,VASP,VASP,1,4.172618,,0.041046
L12,Nb,Y,VASP,VASP,1,4.370709,,-0.039768
L12,Nb,Zn,MP,MP+OQMD+VASP,1,3.909983,,-0.135452
L12,Nb,Zr,VASP,VASP,1,4.291612,,0.023696
L12,Ni,Ag,MP,MP+VASP,1,4.00903,,0.291685
L12,Ni,Al,VASP,VASP,1,3.563592,,-0.084376
L12,Ni,Au,MP,MP+VASP,1,4.028168,,0.312772
L12,Ni,Ca,VASP,VASP,1,3.856217,,-0.24995
L12,Ni,Co,VASP,VASP,1,3.519375,,-0.006949
L12,Ni,Cr,VASP,VASP,1,3.546946,,-0.004628
L12,Ni,Cu,VASP,VASP,1,3.538919,,-0.006985
L12,Ni,Dy,VASP,VASP,1,3.969153,,-0.028468
L12,Ni,Er,VASP,VASP,1,3.837914,,-0.109512
L12,Ni,Fe,VASP,VASP,1,3.542975,,-0.002807
L12,Ni,Hf,VASP,VASP,1,3.721957,,-0.064839
L12,Ni,Ir,VASP,VASP,1,3.612034,,0.003139
L12,Ni,La,VASP,VASP,1,3.961672,,-0.111631
L12,Ni,Mg,VASP,VASP,1,3.651126,,-0.131831
L12,Ni,Mn,VASP,VASP,1,3.559448,,0.001422
L12,Ni,Mo,VASP,VASP,1,3.638942,,-0.004534
L12,Ni,Nb,VASP,VASP,1,3.690734,,-0.010386
L12,Ni,Os,VASP,VASP,1,3.60763,,0.003275
L12,Ni,Pb,MP,MP+VASP,1,3.808506,,-0.125154
L12,Ni,Pd,VASP,VASP,1,3.638936,,0.013616
L12,Ni,Pt,MP,MP+OQMD+VASP,1,3.855038,,0.195604
L12,Ni,Re,VASP,VASP,1,3.616179,,-0.005199
L12,Ni,Rh,VASP,VASP,1,3.610518,,0.010502
L12,Ni,Ru,VASP,VASP,1,3.593358,,9.1e-05
L12,Ni,Sc,VASP,VASP,1,3.709779,,-0.116837
L12,Ni,Sn,MP,MP+OQMD+VASP,1,3.689554,,-0.16118
L12,Ni,Ta,VASP,VASP,1,3.676747,,-0.022287
L12,Ni,Tb,VASP,VASP,1,3.903346,,-0.083823
L12,Ni,Ti,VASP,VASP,1,3.604086,,-0.072455
L12,Ni,V,VASP,VASP,1,3.554365,,-0.037364
L12,Ni,W,VASP,VASP,1,3.636704,,-0.011821
L12,Ni,Y,VASP,VASP,1,3.861622,,-0.125393
L12,Ni,Zn,VASP,VASP,1,3.577957,,-0.046342
L12,Ni,Zr,VASP,VASP,1,3.74829,,-0.061312
L12,Os,Ag,VASP,VASP,1,3.907251,,0.011162
L12,Os,Al,VASP,VASP,1,3.859164,,-0.018073
L12,Os,Au,MP,MP+VASP,1,4.090436,,0.162025
L12,Os,Ca,VASP,VASP,1,4.018564,,-0.241533
L12,Os,Co,VASP,VASP,1,3.769123,,0.010211
L12,Os,Cr,VASP,VASP,1,3.800448,,0.017657
L12,Os,Cu,VASP,VASP,1,3.815054,,0.033228
L12,Os,Dy,VASP,VASP,1,3.81708,,-0.243031
L12,Os,Er,VASP,VASP,1,4.011029,,-0.111035
L12,Os,Fe,VASP,VASP,1,3.769922,,-0.002377
L12,Os,Hf,VASP,VASP,1,3.966077,,-0.028914
L12,Os,Ir,VASP,VASP,1,3.8549,,0.021374
L12,Os,La,VASP,VASP,1,4.141294,,-0.102081
L12,Os,Mg,VASP,VASP,1,3.891433,,-0.09578
L12,Os,Mn,VASP,VASP,1,3.780584,,-0.001954
L12,Os,Mo,VASP,VASP,1,3.879382,,0.015112
L12,Os,Nb,VASP,VASP,1,3.929051,,0.012444
L12,Os,Ni,VASP,VASP,1,3.783832,,0.024637
L12,Os,Pb,VASP,VASP,1,4.030568,,-0.093748
L12,Os,Pd,VASP,VASP,1,3.862207,,0.01702
L12,Os,Pt,VASP,VASP,1,3.872905,,0.01868
L12,Os,Re,VASP,VASP,1,3.863703,,0.018275
L12,Os,Rh,VASP,VASP,1,3.840339,,0.017116
L12,Os,Ru,VASP,VASP,1,3.8375,,0.018208
L12,Os,Sc,VASP,VASP,1,3.945549,,-0.082133
L12,Os,Sn,VASP,VASP,1,3.979087,,-0.086724
L12,Os,Ta,VASP,VASP,1,3.922591,,0.006853
L12,Os,Tb,VASP,VASP,1,3.922539,,-0.184645
L12,Os,Ti,VASP,VASP,1,3.876986,,-0.021902
L12,Os,V,VASP,VASP,1,3.830163,,0.007785
L12,Os,W,VASP,VASP,1,3.885162,,0.014945
L12,Os,Y,VASP,VASP,1,4.052423,,-0.11207
L12,Os,Zn,VASP,VASP,1,3.855572,,0.003093
L12,Os,Zr,VASP,VASP,1,3.981298,,-0.032257
L12,Pb,Ag,VASP,VASP,1,4.764888,,0.001469
L12,Pb,Al,VASP,VASP,1,4.879943,,0.080372
L12,Pb,Au,VASP,VASP,1,4.784404,,0.014718
L12,Pb,Ca,VASP,VASP,1,4.953658,,-0.096859
L12,Pb,Co,VASP,VASP,1,4.610298,,-0.039641
L12,Pb,Cr,VASP,VASP,1,4.790719,,0.067793
L12,Pb,Cu,VASP,VASP,1,4.599752,,-0.053056
L12,Pb,Dy,VASP,VASP,1,4.846582,,-0.070691
L12,Pb,Er,VASP,VASP,1,4.899679,,-0.032865
L12,Pb,Fe,VASP,VASP,1,4.626045,,-0.036406
L12,Pb,Hf,VASP,VASP,1,4.786358,,-0.031987
L12,Pb,Ir,VASP,VASP,1,4.6471,,-0.045296
L12,Pb,La,VASP,VASP,1,4.974552,,-0.039256
L12,Pb,Mg,VASP,VASP,1,4.900342,,0.03039
L12,Pb,Mn,VASP,VASP,1,4.652509,,-0.023897
L12,Pb,Mo,VASP,VASP,1,4.669983,,-0.044108
L12,Pb,Nb,VASP,VASP,1,4.728475,,-0.029553
L12,Pb,Ni,VASP,VASP,1,4.627515,,-0.027584
L12,Pb,Os,VASP,VASP,1,4.630217,,-0.054062
L12,Pb,Pd,OQMD,OQMD+VASP,1,4.086047,,-0.354463
L12,Pb,Pt,OQMD,OQMD+VASP,1,4.116671,,-0.342198
L12,Pb,Re,VASP,VASP,1,4.641609,,-0.05369
L12,Pb,Rh,VASP,VASP,1,4.655648,,-0.036341
L12,Pb,Ru,VASP,VASP,1,4.639573,,-0.044619
L12,Pb,Sc,VASP,VASP,1,4.812177,,-0.038932
L12,Pb,Sn,VASP,VASP,1,4.991052,,0.053502
L12,Pb,Ta,VASP,VASP,1,4.727125,,-0.030704
L12,Pb,Tb,OQMD,OQMD+VASP,1,4.857247,,-0.068724
L12,Pb,Ti,VASP,VASP,1,4.776119,,0.003108
L12,Pb,V,VASP,VASP,1,4.76804,,0.034457
L12,Pb,W,VASP,VASP,1,4.671446,,-0.045601
L12,Pb,Y,OQMD,OQMD+VASP,1,4.858327,,-0.075078
L12,Pb,Zn,VASP,VASP,1,4.7301,,-0.003197
L12,Pb,Zr,VASP,VASP,1,4.781861,,-0.042883
L12,Pd,Ag,VASP,VASP,1,3.976966,,0.027639
L12,Pd,Al,VASP,VASP,1,3.896919,,-0.025868
L12,Pd,Au,MP,MP+VASP,1,4.071083,,0.104051
L12,Pd,Ca,VASP,VASP,1,4.130555,,-0.19714
L12,Pd,Co,VASP,VASP,1,3.854058,,0.036694
L12,Pd,Cr,VASP,VASP,1,3.894741,,0.052058
L12,Pd,Cu,VASP,VASP,1,3.86602,,0.032595
L12,Pd,Dy,VASP,VASP,1,4.811262,,0.471465
L12,Pd,Er,VASP,VASP,1,4.1144,,-0.068953
L12,Pd,Fe,VASP,VASP,1,3.881604,,0.045768
L12,Pd,Hf,VASP,VASP,1,3.996338,,-0.039657
L12,Pd,Ir,VASP,VASP,1,3.907723,,0.023483
L12,Pd,La,VASP,VASP,1,4.229841,,-0.069329
L12,Pd,Mg,VASP,VASP,1,3.960867,,-0.077878
L12,Pd,Mn,VASP,VASP,1,3.910025,,0.060677
L12,Pd,Mo,VASP,VASP,1,3.939927,,0.023917
L12,Pd,Nb,VASP,VASP,1,3.976452,,0.012078
L12,Pd,Ni,VASP,VASP,1,3.846667,,0.033211
L12,Pd,Os,VASP,VASP,1,3.899413,,0.020081
L12,Pd,Pb,MP,MP+VASP,1,4.079259,,-0.088476
L12,Pd,Pt,VASP,VASP,1,3.933344,,0.027185
L12,Pd,Re,VASP,VASP,1,3.91823,,0.021997
L12,Pd,Rh,VASP,VASP,1,3.906361,,0.029493
L12,Pd,Ru,VASP,VASP,1,3.91435,,0.039107
L12,Pd,Sc,OQMD,OQMD+VASP,1,3.993458,,-0.07881
L12,Pd,Sn,OQMD,OQMD+VASP,1,4.019976,,-0.087602
L12,Pd,Ta,VASP,VASP,1,3.95918,,-0.001631
L12,Pd,Tb,OQMD,OQMD+VASP,1,4.109408,,-0.089738
L12,Pd,Ti,OQMD,OQMD+VASP,1,3.907033,,-0.034897
L12,Pd,V,VASP,VASP,1,3.888285,,0.014042
L12,Pd,W,VASP,VASP,1,3.93667,,0.016835
L12,Pd,Y,OQMD,OQMD+VASP,1,4.108404,,-0.101344
L12,Pd,Zn,VASP,VASP,1,3.90545,,0.003589
L12,Pd,Zr,VASP,VASP,1,4.02164,,-0.035337
L12,Pt,Ag,VASP,VASP,1,3.992091,,0.020452
L12,Pt,Al,VASP,VASP,1,3.912976,,-0.031896
L12,Pt,Au,VASP,VASP,1,4.005911,,0.03266
L12,Pt,Ca,VASP,VASP,1,4.094432,,-0.22802
L12,Pt,Co,VASP,VASP,1,3.878008,,0.034834
L12,Pt,Cr,VASP,VASP,1,3.905236,,0.039538
L12,Pt,Cu,VASP,VASP,1,3.892372,,0.032868
L12,Pt,Dy,VASP,VASP,1,4.0,,-0.166938
L12,Pt,Er,VASP,VASP,1,4.108787,,-0.086641
L12,Pt,Fe,VASP,VASP,1,3.906237,,0.044567
L12,Pt,Hf,VASP,VASP,1,4.020271,,-0.038745
L12,Pt,Ir,VASP,VASP,1,3.939122,,0.028299
L12,Pt,La,VASP,VASP,1,4.23433,,-0.079238
L12,Pt,Mg,VASP,VASP,1,3.957186,,-0.095705
L12,Pt,Mn,VASP,VASP,1,3.917929,,0.046019
L12,Pt,Mo,VASP,VASP,1,3.964213,,0.023486
L12,Pt,Nb,VASP,VASP,1,3.999615,,0.011358
L12,Pt,Ni,VASP,VASP,1,3.869792,,0.030685
L12,Pt,Os,VASP,VASP,1,3.929666,,0.023978
L12,Pt,Pb,MP,MP+VASP,1,4.099734,,-0.088596
L12,Pt,Pd,VASP,VASP,1,3.950684,,0.027681
L12,Pt,Re,VASP,VASP,1,3.945979,,0.024082
L12,Pt,Rh,MP,MP+VASP,1,3.910183,,0.012634
L12,Pt,Ru,VASP,VASP,1,3.919059,,0.022715
L12,Pt,Sc,OQMD,OQMD+VASP,1,3.986949,,-0.098139
L12,Pt,Sn,OQMD,OQMD+VASP,1,4.055498,,-0.077925
L12,Pt,Ta,VASP,VASP,1,3.987637,,0.001729
L12,Pt,Tb,OQMD,OQMD+VASP,1,4.111156,,-0.101969
L12,Pt,Ti,OQMD,OQMD+VASP,1,3.929917,,-0.035583
L12,Pt,V,OQMD,OQMD+VASP,1,3.902123,,0.005193
L12,Pt,W,VASP,VASP,1,3.965552,,0.020049
L12,Pt,Y,OQMD,OQMD+VASP,1,4.109083,,-0.113954
L12,Pt,Zn,OQMD,OQMD+VASP,1,3.930964,,0.004152
L12,Pt,Zr,OQMD,OQMD+VASP,1,4.035236,,-0.04168
L12,Re,Ag,VASP,VASP,1,3.925456,,-0.011583
L12,Re,Al,VASP,VASP,1,3.895376,,-0.026832
L12,Re,Au,VASP,VASP,1,3.932376,,-0.004802
L12,Re,Ca,VASP,VASP,1,4.070742,,-0.231411
L12,Re,Co,VASP,VASP,1,3.806135,,-0.001283
L12,Re,Cr,VASP,VASP,1,3.847377,,0.014357
L12,Re,Cu,VASP,VASP,1,3.839898,,0.012022
L12,Re,Dy,VASP,VASP,1,6.952982,,3.44176
L12,Re,Er,VASP,VASP,1,4.0,,-0.144339
L12,Re,Fe,VASP,VASP,1,3.810944,,-0.010097
L12,Re,Hf,VASP,VASP,1,4.018489,,-0.023423
L12,Re,Ir,MP,MP+VASP,1,3.881965,,0.003583
L12,Re,La,VASP,VASP,1,4.188313,,-0.096339
L12,Re,Mg,VASP,VASP,1,3.934519,,-0.095997
L12,Re,Mn,VASP,VASP,1,3.825654,,-0.006303
L12,Re,Mo,VASP,VASP,1,3.926262,,0.013503
L12,Re,Nb,VASP,VASP,1,3.977169,,0.012821
L12,Re,Ni,VASP,VASP,1,3.813383,,0.006842
L12,Re,Os,VASP,VASP,1,3.894496,,0.016437
L12,Re,Pb,VASP,VASP,1,4.065696,,-0.097392
L12,Re,Pd,VASP,VASP,1,3.891346,,0.00124
L12,Re,Pt,VASP,VASP,1,3.903272,,0.004008
L12,Re,Rh,VASP,VASP,1,3.877532,,0.007077
L12,Re,Ru,VASP,VASP,1,3.881462,,0.013346
L12,Re,Sc,VASP,VASP,1,3.996512,,-0.076535
L12,Re,Sn,VASP,VASP,1,4.017037,,-0.089448
L12,Re,Ta,VASP,VASP,1,3.973294,,0.009279
L12,Re,Tb,VASP,VASP,1,4.031982,,-0.140091
L12,Re,Ti,VASP,VASP,1,3.92738,,-0.01955
L12,Re,V,VASP,VASP,1,3.87935,,0.007276
L12,Re,W,VASP,VASP,1,3.93507,,0.015798
L12,Re,Y,VASP,VASP,1,4.104657,,-0.103661
L12,Re,Zn,VASP,VASP,1,3.880363,,-0.015428
L12,Re,Zr,VASP,VASP,1,4.03326,,-0.026777
L12,Rh,Ag,VASP,VASP,1,3.89807,,0.015568
L12,Rh,Al,VASP,VASP,1,3.820074,,-0.036599
L12,Rh,Au,VASP,VASP,1,3.905635,,0.023159
L12,Rh,Ca,VASP,VASP,1,4.016475,,-0.236747
L12,Rh,Co,VASP,VASP,1,3.771962,,0.025438
L12,Rh,Cr,VASP,VASP,1,3.764905,,0.001797
L12,Rh,Cu,VASP,VASP,1,3.790322,,0.026036
L12,Rh,Dy,VASP,VASP,1,4.016204,,-0.110177
L12,Rh,Er,VASP,VASP,1,4.010174,,-0.10334
L12,Rh,Fe,VASP,VASP,1,3.742877,,-0.011379
L12,Rh,Hf,VASP,VASP,1,3.928695,,-0.046183
L12,Rh,Ir,VASP,VASP,1,3.831114,,0.014688
L12,Rh,La,VASP,VASP,1,4.132191,,-0.10038
L12,Rh,Mg,VASP,VASP,1,3.870621,,-0.100981
L12,Rh,Mn,VASP,VASP,1,3.750791,,-0.01317
L12,Rh,Mo,VASP,VASP,1,3.846804,,0.0014
L12,Rh,Nb,VASP,VASP,1,3.891724,,-0.005028
L12,Rh,Ni,VASP,VASP,1,3.768545,,0.02524
L12,Rh,Os,VASP,VASP,1,3.82578,,0.013711
L12,Rh,Pb,VASP,VASP,1,4.009295,,-0.099686
L12,Rh,Pd,VASP,VASP,1,3.847048,,0.017104
L12,Rh,Pt,VASP,VASP,1,3.856025,,0.017353
L12,Rh,Re,VASP,VASP,1,3.83432,,0.007114
L12,Rh,Ru,VASP,VASP,1,3.814195,,0.011968
L12,Rh,Sc,OQMD,OQMD+VASP,1,3.914586,,-0.094521
L12,Rh,Sn,VASP,VASP,1,3.950191,,-0.097726
L12,Rh,Ta,OQMD,OQMD+VASP,1,3.884966,,-0.010803
L12,Rh,Tb,VASP,VASP,1,4.0,,-0.127495
L12,Rh,Ti,OQMD,OQMD+VASP,1,3.837165,,-0.040964
L12,Rh,V,OQMD,OQMD+VASP,1,3.79119,,-0.010797
L12,Rh,W,VASP,VASP,1,3.850164,,-0.000667
L12,Rh,Y,VASP,VASP,1,4.036654,,-0.114491
L12,Rh,Zn,VASP,VASP,1,3.82107,,-0.012028
L12,Rh,Zr,OQMD,OQMD+VASP,1,3.953628,,-0.042471
L12,Ru,Ag,VASP,VASP,1,3.88311,,0.01346
L12,Ru,Al,VASP,VASP,1,3.820305,,-0.027195
L12,Ru,Au,VASP,VASP,1,3.877883,,0.011035
L12,Ru,Ca,VASP,VASP,1,4.014125,,-0.233127
L12,Ru,Co,VASP,VASP,1,3.72381,,-0.002874
L12,Ru,Cr,VASP,VASP,1,3.75682,,0.005721
L12,Ru,Cu,VASP,VASP,1,3.776891,,0.025779
L12,Ru,Dy,VASP,VASP,1,3.887999,,-0.186566
L12,Ru,Er,VASP,VASP,1,3.928114,,-0.150784
L12,Ru,Fe,VASP,VASP,1,3.724885,,-0.015376
L12,Ru,Hf,VASP,VASP,1,3.936237,,-0.032322
L12,Ru,Ir,VASP,VASP,1,3.815718,,0.012534
L12,Ru,La,VASP,VASP,1,4.112136,,-0.107165
L12,Ru,Mg,VASP,VASP,1,3.863972,,-0.097928
L12,Ru,Mn,VASP,VASP,1,3.736473,,-0.014308
L12,Ru,Mo,VASP,VASP,1,3.839474,,0.005397
L12,Ru,Nb,VASP,VASP,1,3.894393,,0.006347
L12,Ru,Ni,VASP,VASP,1,3.739536,,0.012393
L12,Ru,Os,VASP,VASP,1,3.811307,,0.01231
L12,Ru,Pb,VASP,VASP,1,3.993185,,-0.10362
L12,Ru,Pd,VASP,VASP,1,3.826649,,0.010925
L12,Ru,Pt,VASP,VASP,1,3.83644,,0.011786
L12,Ru,Re,VASP,VASP,1,3.82465,,0.009414
L12,Ru,Rh,MP,MP+VASP,1,3.799531,,0.007062
L12,Ru,Sc,VASP,VASP,1,3.921701,,-0.081967
L12,Ru,Sn,VASP,VASP,1,3.944374,,-0.094429
L12,Ru,Ta,VASP,VASP,1,3.88457,,-0.001861
L12,Ru,Tb,VASP,VASP,1,3.853516,,-0.214001
L12,Ru,Ti,VASP,VASP,1,3.841842,,-0.028398
L12,Ru,V,VASP,VASP,1,3.788394,,-0.003048
L12,Ru,W,VASP,VASP,1,3.844462,,0.004556
L12,Ru,Y,VASP,VASP,1,4.037233,,-0.107515
L12,Ru,Zn,VASP,VASP,1,3.812671,,-0.008892
L12,Ru,Zr,VASP,VASP,1,3.952859,,-0.03482
L12,Sc,Ag,VASP,VASP,1,4.43845,,-0.049828
L12,Sc,Al,MP,MP+VASP,1,4.433305,,-0.048382
L12,Sc,Au,VASP,VASP,1,4.386214,,-0.082035
L12,Sc,Ca,VASP,VASP,1,4.756657,,-0.092485
L12,Sc,Co,VASP,VASP,1,4.257295,,-0.103127
L12,Sc,Cr,VASP,VASP,1,4.312668,,-0.077697
L12,Sc,Cu,VASP,VASP,1,4.305186,,-0.080395
L12,Sc,Dy,VASP,VASP,1,4.621612,,-0.073113
L12,Sc,Er,VASP,VASP,1,4.550797,,-0.107698
L12,Sc,Fe,VASP,VASP,1,4.323092,,-0.068508
L12,Sc,Hf,VASP,VASP,1,4.541856,,-0.03682
L12,Sc,Ir,MP,MP+VASP,1,3.92767,,-0.320093
L12,Sc,La,VASP,VASP,1,4.755517,,-0.040875
L12,Sc,Mg,VASP,VASP,1,4.577212,,-0.023466
L12,Sc,Mn,VASP,VASP,1,4.387493,,-0.031104
L12,Sc,Mo,VASP,VASP,1,4.360955,,-0.084022
L12,Sc,Nb,VASP,VASP,1,4.44472,,-0.05521
L12,Sc,Ni,MP,MP+VASP,1,3.674887,,-0.422265
L12,Sc,Os,MP,MP+VASP,1,3.957284,,-0.303206
L12,Sc,Pb,VASP,VASP,1,4.566579,,-0.095479
L12,Sc,Pd,MP,MP+VASP,1,3.979649,,-0.297165
L12,Sc,Pt,MP,MP+VASP,1,3.984236,,-0.2977
L12,Sc,Re,VASP,VASP,1,4.299555,,-0.113642
L12,Sc,Rh,MP,MP+VASP,1,3.903565,,-0.329518
L12,Sc,Ru,MP,MP+VASP,1,3.938437,,-0.309965
L12,Sc,Sn,MP,MP+VASP,1,4.519951,,-0.094807
L12,Sc,Ta,VASP,VASP,1,4.437947,,-0.059887
L12,Sc,Tb,VASP,VASP,1,4.674909,,-0.045604
L12,Sc,Ti,VASP,VASP,1,4.46327,,-0.039933
L12,Sc,V,VASP,VASP,1,4.371841,,-0.058862
L12,Sc,W,VASP,VASP,1,4.353722,,-0.091252
L12,Sc,Y,VASP,VASP,1,4.70142,,-0.037617
L12,Sc,Zn,VASP,VASP,1,4.383037,,-0.066159
L12,Sc,Zr,VASP,VASP,1,4.562589,,-0.03318
L12,Sn,Ag,VASP,VASP,1,4.631399,,0.011432
L12,Sn,Al,VASP,VASP,1,4.671042,,0.042499
L12,Sn,Au,VASP,VASP,1,4.634333,,0.014336
L12,Sn,Ca,VASP,VASP,1,4.768063,,-0.13134
L12,Sn,Co,VASP,VASP,1,4.438126,,-0.052199
L12,Sn,Cr,VASP,VASP,1,4.591732,,0.039124
L12,Sn,Cu,VASP,VASP,1,4.480769,,-0.032347
L12,Sn,Dy,VASP,VASP,1,4.699617,,-0.078983
L12,Sn,Er,VASP,VASP,1,4.801237,,-0.010208
L12,Sn,Fe,VASP,VASP,1,4.419219,,-0.071339
L12,Sn,Hf,VASP,VASP,1,4.593764,,-0.063113
L12,Sn,Ir,VASP,VASP,1,4.460134,,-0.069134
L12,Sn,La,VASP,VASP,1,4.812115,,-0.058275
L12,Sn,Mg,VASP,VASP,1,4.714455,,0.003687
L12,Sn,Mn,VASP,VASP,1,4.562919,,0.01748
L12,Sn,Mo,VASP,VASP,1,4.459569,,-0.083223
L12,Sn,Nb,VASP,VASP,1,4.523515,,-0.066332
L12,Sn,Ni,VASP,VASP,1,4.472784,,-0.02843
L12,Sn,Os,VASP,VASP,1,4.423057,,-0.090458
L12,Sn,Pb,VASP,VASP,1,4.884779,,0.045533
L12,Sn,Pd,MP,MP+VASP,1,4.007034,,-0.328936
L12,Sn,Pt,MP,MP+VASP,1,4.029279,,-0.320385
L12,Sn,Re,VASP,VASP,1,4.0,,-0.332436
L12,Sn,Rh,VASP,VASP,1,4.473677,,-0.05666
L12,Sn,Ru,VASP,VASP,1,4.434747,,-0.079298
L12,Sn,Sc,VASP,VASP,1,4.628767,,-0.065687
L12,Sn,Ta,VASP,VASP,1,4.526218,,-0.064997
L12,Sn,Tb,OQMD,OQMD+VASP,1,4.698116,,-0.084335
L12,Sn,Ti,OQMD,OQMD+VASP,1,4.150731,,-0.276262
L12,Sn,V,VASP,VASP,1,4.55325,,-0.006155
L12,Sn,W,VASP,VASP,1,4.46176,,-0.084398
L12,Sn,Y,OQMD,OQMD+VASP,1,4.70139,,-0.089877
L12,Sn,Zn,VASP,VASP,1,4.602848,,0.011943
L12,Sn,Zr,VASP,VASP,1,4.601534,,-0.067069
L12,Ta,Ag,VASP,VASP,1,4.146594,,0.002736
L12,Ta,Al,VASP,VASP,1,4.124857,,-0.006537
L12,Ta,Au,VASP,VASP,1,4.140822,,-0.00011
L12,Ta,Ca,VASP,VASP,1,4.340637,,-0.162682
L12,Ta,Co,MP,MP+VASP,1,3.622737,,-0.269821
L12,Ta,Cr,VASP,VASP,1,4.10959,,0.050806
L12,Ta,Cu,VASP,VASP,1,4.05644,,0.013599
L12,Ta,Dy,VASP,VASP,1,3.903599,,-0.304955
L12,Ta,Er,VASP,VASP,1,4.37491,,-0.011416
L12,Ta,Fe,VASP,VASP,1,4.066364,,0.021584
L12,Ta,Hf,VASP,VASP,1,4.264434,,0.015669
L12,Ta,Ir,MP,MP+VASP,1,3.905308,,-0.126625
L12,Ta,La,VASP,VASP,1,4.408615,,-0.060571
L12,Ta,Mg,VASP,VASP,1,4.184145,,-0.052145
L12,Ta,Mn,VASP,VASP,1,4.058125,,0.008735
L12,Ta,Mo,VASP,VASP,1,4.159052,,0.03328
L12,Ta,Nb,VASP,VASP,1,4.214768,,0.039604
L12,Ta,Ni,VASP,VASP,1,4.036433,,0.01203
L12,Ta,Os,MP,MP+VASP,1,3.914972,,-0.117823
L12,Ta,Pb,MP,MP+VASP,1,4.26586,,-0.079831
L12,Ta,Pd,VASP,VASP,1,4.109903,,0.009651
L12,Ta,Pt,MP,MP+VASP,1,4.10272,,-0.001139
L12,Ta,Re,VASP,VASP,1,4.126023,,0.021638
L12,Ta,Rh,MP,MP+VASP,1,3.869784,,-0.145217
L12,Ta,Ru,MP,MP+VASP,1,3.877538,,-0.137741
L12,Ta,Sc,VASP,VASP,1,4.256836,,-0.023945
L12,Ta,Sn,VASP,VASP,1,4.217238,,-0.075109
L12,Ta,Tb,VASP,VASP,1,4.708353,,0.211833
L12,Ta,Ti,MP,MP+VASP,1,4.133054,,-0.015199
L12,Ta,V,VASP,VASP,1,4.119586,,0.030169
L12,Ta,W,VASP,VASP,1,4.16306,,0.032311
L12,Ta,Y,VASP,VASP,1,4.358344,,-0.049076
L12,Ta,Zn,MP,MP+VASP,1,3.890794,,-0.149447
L12,Ta,Zr,VASP,VASP,1,4.278631,,0.013018
L12,Tb,Ag,MP,MP+VASP,1,4.800265,,-0.024007
L12,Tb,Al,MP,MP+VASP,1,4.760918,,-0.043939
L12,Tb,Au,MP,MP+VASP,1,4.742563,,-0.057992
L12,Tb,Ca,VASP,VASP,1,4.0,,-0.54253
L12,Tb,Co,VASP,VASP,1,4.60245,,-0.091775
L12,Tb,Cr,VASP,VASP,1,4.126645,,-0.35099
L12,Tb,Cu,VASP,VASP,1,4.197728,,-0.31562
L12,Tb,Dy,VASP,VASP,1,4.748091,,-0.162486
L12,Tb,Er,MP,MP+VASP,1,5.022996,,-0.001555
L12,Tb,Fe,VASP,VASP,1,4.305363,,-0.26138
L12,Tb,Hf,VASP,VASP,1,4.741268,,-0.101196
L12,Tb,Ir,VASP,VASP,1,4.541235,,-0.151886
L12,Tb,La,VASP,VASP,1,4.916507,,-0.109384
L12,Tb,Mg,VASP,VASP,1,4.781608,,-0.085218
L12,Tb,Mn,VASP,VASP,1,4.129707,,-0.350756
L12,Tb,Mo,VASP,VASP,1,4.168145,,-0.352588
L12,Tb,Nb,VASP,VASP,1,4.257211,,-0.324653
L12,Tb,Ni,VASP,VASP,1,4.154401,,-0.331216
L12,Tb,Os,VASP,VASP,1,4.52763,,-0.158128
L12,Tb,Pb,MP,MP+VASP,1,4.85482,,-0.096108
L12,Tb,Pd,MP,MP+VASP,1,4.099577,,-0.379204
L12,Tb,Pt,MP,MP+VASP,1,4.104998,,-0.378859
L12,Tb,Re,VASP,VASP,1,4.434406,,-0.214305
L12,Tb,Rh,VASP,VASP,1,4.0,,-0.418309
L12,Tb,Ru,MP,MP+VASP,1,4.057556,,-0.391824
L12,Tb,Sc,MP,MP+VASP,1,4.940201,,-0.005678
L12,Tb,Sn,MP,MP+VASP,1,4.697956,,-0.159219
L12,Tb,Ta,VASP,VASP,1,4.648278,,-0.121198
L12,Tb,Ti,VASP,VASP,1,4.682519,,-0.098756
L12,Tb,V,VASP,VASP,1,4.647631,,-0.088133
L12,Tb,W,VASP,VASP,1,4.181843,,-0.347741
L12,Tb,Y,MP,MP+VASP,1,5.059235,,0.001605
L12,Tb,Zn,MP,MP+VASP,1,4.754154,,-0.036094
L12,Tb,Zr,VASP,VASP,1,4.742344,,-0.10786
L12,Ti,Ag,MP,MP+VASP,1,4.098807,,-0.016386
L12,Ti,Al,MP,MP+VASP,1,3.955671,,-0.110042
L12,Ti,Au,MP,MP+VASP,1,4.075523,,-0.03174
L12,Ti,Ca,VASP,VASP,1,4.333485,,-0.157368
L12,Ti,Co,MP,MP+VASP,1,3.586802,,-0.279214
L12,Ti,Cr,VASP,VASP,1,3.960825,,-0.043369
L12,Ti,Cu,MP,MP+VASP,1,3.968062,,-0.035175
L12,Ti,Dy,VASP,VASP,1,3.437058,,-0.519414
