Alloy,No,S_Phase,Phase,a (Å),delta,Tm (K),Hmix (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa)
CoCrFeMo0.85Ni,5,SS+IM,FCC+Ïƒ+D85,1.28237113402062,0.0603169879627778,2051.25773195876,-4.57434371346583,1.87958762886598,0.156270433885457,7.85567010309278,1.59244149399172,182.577319587629
CoCrFeMoNi,5,IM,IM,1.2874,0.0632047329949056,2076.6,-4.64,1.888,0.161170716943246,7.8,1.6,184.0
CoCrFeNb0.103Ni,5,SS+IM,FCC+IM,1.25132512795516,0.0229777853312035,1893.79722154521,-5.47301098588034,1.81447721179625,0.101487899360577,8.16841335608092,1.54631372140902,172.437241043139
CoCrFeNb0.155Ni,5,SS+IM,FCC+IM,1.25354873646209,0.0277091603450426,1904.51263537906,-6.27663595250818,1.81179302045728,0.103631000938996,8.12876052948255,1.57645988854744,172.406738868833
CoCrFeNb0.206Ni,5,SS+IM,FCC+IM,1.25567617689016,0.0314608012577112,1914.76462196862,-7.02481272931883,1.80922491678554,0.105576867031975,8.09082263433191,1.60385485414763,172.377555872563
CoCrFeNb0.309Ni,5,SS+IM,FCC+IM,1.25981921559527,0.037435328093398,1934.72963564632,-8.42375979811155,1.80422371779995,0.1090935333118,8.01694128568113,1.65340800012772,172.320724065909
CoCrFeNb0.3Ni,5,IM,IM,1.25946511627907,0.0369767688989678,1933.02325581395,-8.3071930773391,1.8046511627907,0.108806395956182,8.02325581395349,1.64936030013927,172.325581395349
CoCrFeNb0.412Ni,5,SS+IM,FCC+IM,1.26376881233001,0.0420565844841053,1953.76246600181,-9.68593853900473,1.79945602901179,0.112136078522674,7.94650951949229,1.6963092734192,172.266545784225
CoCrFeNbNi,5,IM,IM,1.2832,0.0568717307084125,2047.4,-14.88,1.776,0.123385574521497,7.6,1.85472369909914,172.0
CoCr2FeNiAl0.3,5,SS+IM,FCC+BCC+IM,1.25766037735849,0.0340619911404975,1876.80018867925,-6.92061231755073,1.77792452830189,0.112306159890301,7.52830188679245,1.90929971934695,164.679245283019
CoCrFeNiAl0.25,5,SS,FCC,1.25764705882353,0.034780138189494,1816.55705882353,-6.75432525951557,1.80764705882353,0.106026046287455,7.94117647058824,1.89335022816836,166.823529411765
CoCrFeNiAl1.17,5,SS,BCC+BCC,1.28867311411992,0.0602066076899244,1659.4119729207,-13.1004268787717,1.77247582205029,0.122292977855782,7.06189555125725,2.55311822179617,150.661508704062
CoCrFeNiAl2,5,SS,BCC+BCC,1.3085,0.0667801489950029,1558.99,-15.4444444444444,1.75,0.126622799421484,6.5,2.75378527364305,140.333333333333
CoCrFeNiNb0.65,5,SS+IM,FCC+Laves,1.27222580645161,0.0497507442429814,1994.51612903226,-12.1540062434964,1.78924731182796,0.117740708001654,7.79569892473118,1.7753336187153,172.150537634409
CoCrFeNiPd,5,SS,FCC,1.2724,0.0404043577201601,1863.01,-5.6,1.896,0.174882817909593,8.6,1.49666295470958,174.0
CoCrFeNiPd2,5,SS,FCC,1.2895,0.0469451741596588,1857.18333333333,-6.11111111111111,1.94666666666667,0.195760624800347,8.83333333333333,1.46249406456535,175.0
CoCrFeNiTa,5,IM,IM,1.2834,0.0571742096859529,2155.4,-14.4,1.756,0.15447977213862,7.6,1.85472369909914,178.0
Co0.5CrFeNiTi0.5,5,SS+IM,FCC+Ïƒ,1.273125,0.0561368991524189,1893.375,-12.25,1.7775,0.12997595931556,7.625,1.99608992783391,163.75
Co1.5CrFeNi1.5Ti,5,SS+IM,FCC+IM,1.28291666666667,0.0624799539139624,1862.66666666667,-15.6111111111111,1.78583333333333,0.138230383378217,7.75,2.12622513702885,163.333333333333
Co1.5CrFeNi1.5Ti0.5,5,SS,FCC,1.26663636363636,0.0488503595199915,1855.54545454545,-10.7438016528926,1.80818181818182,0.121865662388638,8.09090909090909,1.88074189687065,168.181818181818
CoCrFeNiTi,5,SS,FCC,1.2898,0.066805618329424,1885.6,-16.32,1.764,0.14150618361047,7.4,2.1540659228538,160.0
CoCrFeNiTi0.3,5,SS+IM,FCC+HCP+L12,1.26176744186047,0.0435548966078359,1876.58139534884,-8.89129259058951,1.80046511627907,0.117413074989436,7.95348837209302,1.79084867983055,168.139534883721
CoCrFeNiTi0.5,5,IM,IM,1.27066666666667,0.0533103603334546,1879.44444444444,-11.5555555555556,1.78888888888889,0.126705647023542,7.77777777777778,1.9309052441092,165.555555555556
CoCrFeNiV,5,IM,IM,1.2606,0.0221355874657847,1934.0,-8.96,1.782,0.115134703716994,7.6,1.85472369909914,170.0
CoCrFeNiW,5,IM,IM,1.2708,0.0379429013397095,2236.4,-2.88,1.928,0.232671442166846,7.8,1.6,200.0
CoCrFeNiY,5,IM,IM,1.3578,0.163592244869444,1857.2,-9.28,1.7,0.255107820342694,7.2,2.48193472919817,146.2
CoCrFeNiZr,5,IM,IM,1.318,0.108148572836162,1923.0,-22.72,1.722,0.214233517452335,7.4,2.1540659228538,138.0
CoCrNiTiV,5,IM,IM,1.3048,0.0634798417469529,1960.0,-18.72,1.724,0.145409765834348,6.8,2.31516738055805,158.0
CoCuFeMnNi,5,SS,FCC,1.2732,0.0317893412710279,1636.754,1.76,1.814,0.134848062648301,9.0,1.4142135623731,158.0
CoCuFeNiSn0.02,5,SS,FCC,1.25582089552239,0.0234414956476432,1660.41582089552,5.01967773074924,1.88039800995025,0.0312562956208857,9.4726368159204,1.18047865847808,166.955223880597
CoCuFeNiSn0.04,5,SS+IM,FCC+IM,1.25762376237624,0.0309561814716757,1654.69633663366,5.03872169395157,1.88079207920792,0.0316754322238542,9.44554455445545,1.23861346566305,166.415841584158
CoCuFeNiSn0.05,5,SS+IM,FCC+IM,1.25851851851852,0.034040677129722,1651.85777777778,5.0480109739369,1.88098765432099,0.0318795936228728,9.4320987654321,1.26625989184771,166.148148148148
CoCuFeNiSn0.07,5,SS+IM,FCC+IM,1.26029484029484,0.0393967166149855,1646.22250614251,5.06613381306256,1.88137592137592,0.0322775693648379,9.4054054054054,1.31902363945647,165.616707616708
CoCuFeNiSn0.1,5,SS+IM,FCC+IM,1.26292682926829,0.0460820926844327,1637.87268292683,5.09220701963117,1.8819512195122,0.0328499554289426,9.36585365853659,1.39259535840197,164.829268292683
CoCuFeNiSn0.2,5,SS+IM,FCC+IM,1.27142857142857,0.0622783491293171,1610.90142857143,5.17006802721089,1.88380952380952,0.0345689360245362,9.23809523809524,1.60073679180682,162.285714285714
CoCuFeNiSn0.5,5,SS+IM,FCC+IM,1.29466666666667,0.0894517426887957,1537.18,5.33333333333333,1.88888888888889,0.0384258143684235,8.88888888888889,2.0245407953654,155.333333333333
CoCuFeNiTi,5,SS,FCC,1.2956,0.0649717749728378,1721.154,-11.04,1.812,0.138765990069613,8.4,2.41660919471891,156.0
CoCuFeNiV,5,SS,FCC,1.2664,0.0220342084328556,1769.554,-2.24,1.83,0.10373041983912,8.6,2.0591260281974,166.0
CoCuHfTiZr,5,SS,AM,1.4344,0.102415551572787,1940.154,-23.52,1.59,0.258611678003914,6.4,3.00665927567458,108.0
CoFeMnMoNi,5,SS+IM,FCC+D85,1.3076,0.0626068878372881,1944.4,-4.0,1.866,0.194792196968975,8.0,1.4142135623731,176.0
CoFeMo0.2NiV,5,SS+IM,FCC+IM,1.27238095238095,0.0390150678803853,1921.2380952381,-10.1587301587302,1.82904761904762,0.129721487807892,7.9047619047619,1.87476377952662,175.238095238095
CoFeMo0.4NiV,5,SS+IM,FCC+IM,1.28045454545455,0.0476403377936679,1965.54545454545,-9.83471074380165,1.84409090909091,0.144274331204924,7.81818181818182,1.8741389207353,177.727272727273
CoFeMo0.6NiV,5,SS+IM,FCC+IM,1.28782608695652,0.0535439867500415,2006.0,-9.52741020793951,1.85782608695652,0.155114446436764,7.73913043478261,1.87007071022666,180.0
CoFeMo0.8NiV,5,SS+IM,FCC+IM,1.29458333333333,0.0578404642625299,2043.08333333333,-9.23611111111111,1.87041666666667,0.163413564478459,7.66666666666667,1.86338998124982,182.083333333333
CoFeMoNi1.2V,5,SS+IM,FCC+IM,1.29869230769231,0.0605251654386312,2063.76923076923,-9.08284023668639,1.88307692307692,0.166658776933572,7.69230769230769,1.87635552579238,183.846153846154
CoFeMoNi1.4V,5,SS+IM,FCC+IM,1.29674074074074,0.0599761033386385,2051.33333333333,-9.16323731138546,1.88407407407407,0.163622403140059,7.77777777777778,1.89215404065849,183.703703703704
CoFeMoNi1.6V,5,SS+IM,FCC+IM,1.29492857142857,0.0594243756758528,2039.78571428571,-9.20918367346939,1.885,0.16074602861124,7.85714285714286,1.90327322778203,183.571428571429
CoFeMoNi1.8V,5,SS+IM,FCC+IM,1.29324137931035,0.0588731525614737,2029.03448275862,-9.22711058263972,1.88586206896552,0.158016089127992,7.93103448275862,1.91060623133725,183.448275862069
CoFeMoNi2V,5,SS+IM,FCC+IM,1.29166666666667,0.0583248643572301,2019.0,-9.22222222222222,1.88666666666667,0.15542057635833,8.0,1.91485421551268,183.333333333333
CoFeMoNiV,5,SS+IM,FCC+IM,1.3008,0.0610674319901948,2077.2,-8.96,1.882,0.169870538940689,7.6,1.85472369909914,184.0
CoFeNb0.75Ni2V0.5,5,IM,IM,1.27880952380952,0.0505805037195753,1940.7619047619,-15.9092970521542,1.81809523809524,0.118908490129777,8.23809523809524,1.9494751895675,174.761904761905
Co25Fe25Ni10Ti30V10,5,IM,IM,1.3178,0.0733530718929023,1868.15,-21.21,1.7435,0.151699538562251,6.95,2.29074223779106,154.5
Co28.75Fe31.25Ni7.5Ti30V2.5,5,IM,IM,1.312425,0.0751283319731062,1840.7125,-20.548125,1.758375,0.1493271890012,7.1625,2.21609876810579,155.375
CoFeNi1.4VMo,5,SS+IM,FCC+IM,1.29674074074074,0.0599761033386385,2051.33333333333,-9.16323731138546,1.88407407407407,0.163622403140059,7.77777777777778,1.89215404065849,183.703703703704
CoFeNiVMo0.6,5,SS+IM,FCC+IM,1.28782608695652,0.0535439867500415,2006.0,-9.52741020793951,1.85782608695652,0.155114446436764,7.73913043478261,1.87007071022666,180.0
Co2Mo0.5Ni2VW0.5,5,SS+IM,FCC+Co7Mo6,1.28641666666667,0.0484184068797097,2078.41666666667,-8.94444444444445,1.91166666666667,0.188274327039621,8.16666666666667,1.95078331845327,191.666666666667
Co2Mo0.8Ni2VW0.8,5,SS+IM,FCC+Co7Mo6,1.29751515151515,0.0540329923055993,2189.06060606061,-8.30119375573921,1.94333333333333,0.20775373922415,7.96969696969697,1.96152149487058,198.787878787879
Cr0.5CuFeMn0.5Ni,5,SS,2FCC,1.266125,0.0274777131253091,1686.5675,3.875,1.81125,0.126039428354781,8.875,1.76334199745824,157.5
Cr0.5CuFeMnNi0.5,5,SS,BCC+2FCC,1.279125,0.0338080807140939,1660.4425,4.6875,1.76625,0.145510953195971,8.5,1.80277563773199,150.0
Cr2CuFe2MnNi,5,SS,BCC+2FCC,1.26485714285714,0.0290007084534002,1798.11,2.61224489795918,1.76285714285714,0.12869835005206,8.0,1.77281052085584,157.142857142857
CrCu0.5FeMnNi,5,SS,2FCC,1.27222222222222,0.0336918736559869,1759.30777777778,0.0987654320987654,1.75555555555556,0.142369715187146,8.11111111111111,1.72848324290045,155.555555555556
CrCuFe0.5Mn0.5Ni,5,SS,BCC+2FCC,1.267125,0.0269610200453384,1732.6925,3.25,1.79,0.135092560861063,8.625,1.99608992783391,156.25
CrCuFe0.5MnNi0.5,5,SS,BCC+FCC,1.280125,0.033150304457884,1706.5675,4.5,1.745,0.147054411698527,8.25,1.98431348329844,148.75
CrCuFeMnNi,5,SS,FCC+BCC,1.2728,0.0319774198159767,1719.154,2.72,1.77,0.141844985811977,8.4,1.85472369909914,154.0
CrCuFeMoNi,5,SS,FCC,1.2928,0.0616125822579757,1994.554,4.64,1.892,0.161170716943246,8.2,2.03960780543711,176.0
CrCuFeNiZr,5,SS,BCC,1.3234,0.106086282900281,1840.954,-14.4,1.726,0.217310837281531,7.8,2.56124969497314,130.0
CrFeNiV0.5W,5,IM,IM,1.28022222222222,0.0400917570883896,2334.55555555556,-5.1358024691358,1.90555555555556,0.262683210608905,7.22222222222222,1.74977952755818,200.0
CrHfNbTiZr,5,SS+IM,BCC+IM,1.4642,0.0862653858264762,2301.0,-4.0,1.486,0.144996551683135,4.6,0.8,110.0
CrMnFe1.5Ni0.5Al0.5 ,5,SS+IM,BCC+IM,1.28877777777778,0.0516325227881397,1721.38555555556,-7.25925925925926,1.71444444444444,0.128764307607272,7.0,1.82574185835055,147.333333333333
CrMnFe1.5Ni0.5Al1.2,5,SS,BCC,1.30805769230769,0.0603003546277074,1615.32,-11.2869822485207,1.70038461538462,0.124976329119704,6.46153846153846,2.1791100729562,137.730769230769
CrNbTaTiZr,5,IM,IM,1.4346,0.0786220092035229,2457.8,-3.68,1.526,0.112,4.8,0.748331477354788,128.0
CrNbTiVZr,5,SS+IM,BCC+IM,1.4118,0.0867822800549219,2236.4,-4.64,1.552,0.117881296226331,4.8,0.748331477354788,120.0
CuFeHfTiZr,5,SS,AM,1.4324,0.104324490591561,1948.754,-15.84,1.58,0.247951608181919,6.2,2.85657137141714,106.0
CuFeMnNiPt,5,IM,IM,1.3004,0.0447726334089915,1691.434,-7.52,1.894,0.233117995873334,9.2,1.46969384566991,168.0
CuNbNiTiZr,5,AM,AM,1.4036,0.092580170311226,1980.954,-21.28,1.656,0.222225111092334,6.8,3.05941170815567,120.0
CuNiCoFeMn,5,SS,FCC,1.2732,0.0317893412710279,1636.754,1.76,1.814,0.134848062648301,9.0,1.4142135623731,158.0
CuNi2FeCrAl0.4,5,SS,FCC,1.26533333333333,0.0385942300676328,1699.65888888889,-1.70096021947874,1.82481481481481,0.11039895230214,8.55555555555555,2.330686329267,159.333333333333
CuNi2FeCrAl0.9,5,SS,FCC+BCC,1.27945762711864,0.051473307917968,1634.72762711864,-5.21689169778799,1.80661016949153,0.121384808608772,8.08474576271187,2.71398222389805,152.271186440678
CuNi2FeCrAl1.5,5,SS,FCC+BCC,1.29353846153846,0.0593131926514714,1569.99615384615,-8.04733727810651,1.78846153846154,0.128891496040194,7.61538461538462,2.97524301627903,145.230769230769
CuNi2FeMn2Cr,5,SS,FCC,1.28,0.035676947557962,1691.82428571429,-0.489795918367347,1.75857142857143,0.154774358473283,8.42857142857143,1.76126114370542,152.857142857143
Cu47Ti33Zr11Ni8Si,5,AM,AM,1.37066,0.0876812738667941,1667.8719,-16.8852,1.7193,0.21415534081596,7.77,3.42010233765015,117.5
FeCoNiCrTi,5,SS+IM,FCC+BCC+Co2Ti,1.2898,0.066805618329424,1885.6,-16.32,1.764,0.14150618361047,7.4,2.1540659228538,160.0
FeCoNiCuAl,5,SS,FCC+BCC,1.2896,0.0560947223474803,1519.648,-5.28,1.826,0.111462998344742,8.2,2.78567765543682,149.2
FeCoNiMnV,5,SS+IM,FCC+IM,1.2808,0.0344081389807861,1801.8,-8.96,1.76,0.143387586631479,7.8,1.72046505340853,162.0
FeCrMnNiCo,5,SS,FCC,1.2674,0.03269463576718,1801.2,-4.16,1.766,0.138361844451424,8.0,1.4142135623731,162.0
FeNi2CrCuAl,5,SS,FCC+BCC,1.282,0.053170060747619,1623.04,-5.77777777777778,1.80333333333333,0.122972444971311,8.0,2.76887462097269,151.0
FeNi2CrCuAl0.2,5,SS,FCC,1.25892307692308,0.0293694857144617,1729.12769230769,0.118343195266272,1.83307692307692,0.103988506419967,8.76923076923077,2.0995913944548,162.538461538462
FeNi2CrCuAl0.6,5,SS,FCC,1.27128571428571,0.0448866717649362,1672.295,-3.26530612244898,1.81714285714286,0.115506868777116,8.35714285714286,2.51018334154365,156.357142857143
FeNi2CrCuAl0.8,5,SS,SS,1.2768275862069,0.0495577174197035,1646.81827586207,-4.61355529131986,1.81,0.119625853508287,8.17241379310345,2.6531564222995,153.586206896552
FeNiCrMnTi,5,SS+IM,FCC+BCC+IM,1.3096,0.0659357989398841,1835.8,-13.28,1.698,0.148781719307178,7.0,2.0,148.0
Fe73.5Si13.5B9Nb3Cu,5,SS,BCC,1.19994,0.0992829702727303,1866.3177,-24.0699,1.85215,0.0759991940746742,6.95,1.91507180022056,165.11
Fe81Si2B13Nb3Cu1,5,SS,BCC,1.19442,0.115202246891792,1902.0977,-15.4872,1.8525,0.0834311093058219,7.21,1.81821340881647,175.32
GdHoLaTbY,5,SS,HCP,1.8058,0.0215825879822938,1588.0,0.0,1.19,0.046475800154489,8.0,4.19523539268061,37.14
GdTbDyTmLu,5,SS,HCP,1.7662,0.0142129927924203,1727.4,0.0,1.228,0.0278567765543683,10.2,3.96988664825584,42.14
Hf0.5Mo0.5NbTiZr,5,SS+IM,BCC+IM,1.502,0.0486633869949524,2380.0,-0.25,1.55,0.258988416729397,4.5,0.707106781186548,112.5
HfMoNbTiZr,5,SS,BCC,1.5044,0.0475457967666714,2444.2,-1.6,1.586,0.309554518623134,4.6,0.8,124.0
HfMoNbZrTi,5,SS,BCC,1.5044,0.0475457967666714,2444.2,-1.6,1.586,0.309554518623134,4.6,0.8,124.0
HfMoTaTiZr,5,SS,BCC,1.5046,0.0473998936235914,2552.2,-1.92,1.566,0.311229818622831,4.6,0.8,130.0
HfNbSi0.5TiV,5,SS+IM,BCC+IM,1.41366666666667,0.0901514539461924,2271.88888888889,-24.1975308641975,1.56,0.171464281994822,4.44444444444445,0.496903994999953,133.333333333333
Hf0.5Nb0.5Ta0.5Ti1.5Zr,5,SS,BCC,1.503625,0.0478830528611286,2328.125,1.875,1.46,0.111691539518443,4.25,0.433012701892219,101.25
HfNbTaTiZr,5,SS,BCC,1.5004,0.0499441745961379,2523.0,2.72,1.454,0.118253963992756,4.4,0.489897948556636,118.0
HfNbTiVZr,5,SS+IM,BCC+IM,1.4776,0.0706735243110204,2301.6,0.16,1.48,0.138130373198656,4.4,0.489897948556636,110.0
HoDyYGdTb,5,SS,HCP,1.7848,0.00809144249149965,1685.4,0.0,1.214,0.012,9.8,3.54400902933387,39.74
La55Al25Ni5Cu10Co5,5,AM,AM,1.6441,0.161667110360931,1200.0945,-32.31,1.387,0.331483031239911,4.45,2.92361078120874,66.4
Mg65Cu15Ag5Pd5Gd10,5,AM,AM,1.5612,0.0919765132294088,1115.2645,-13.24,1.463,0.298062074071828,5.0,4.09878030638384,68.05
MnCrFe1.5Ni0.5Al0.3,5,SS,FCC+BCC,1.28211627906977,0.0470274866499347,1758.03279069767,-5.50567874526771,1.7193023255814,0.129693652438983,7.18604651162791,1.64607798783129,150.651162790698
MoNbTaVW,5,SS,BCC,1.3984,0.0355733363755849,2962.8,-4.64,1.85,0.343394816501356,5.4,0.489897948556636,214.0
Mo0.3NbTiVZr,5,SS,BCC,1.45232558139535,0.0679903621436885,2295.53488372093,-1.25473228772309,1.5693023255814,0.197323902639116,4.6046511627907,0.615291002573161,118.372093023256
Mo0.5NbTiVZr,5,SS,BCC,1.45222222222222,0.0664678433126014,2322.22222222222,-1.77777777777778,1.59555555555556,0.228089217978458,4.66666666666667,0.666666666666667,123.333333333333
Mo0.7NbTiVZr,5,SS,BCC,1.45212765957447,0.0650432289882278,2346.63829787234,-2.20914440923495,1.61957446808511,0.250581939261974,4.72340425531915,0.705664849011787,127.872340425532
Mo1.3NbTiVZr,5,SS,BCC,1.45188679245283,0.0612629075342673,2408.83018867925,-3.10430758276967,1.68075471698113,0.291553089483175,4.86792452830189,0.77794445766371,139.433962264151
Mo1.5NbTiVZr,5,SS,BCC,1.45181818181818,0.060142056081085,2426.54545454545,-3.30578512396694,1.69818181818182,0.299933877010438,4.90909090909091,0.792527080643759,142.727272727273
Mo1.7NbTiVZr,5,SS,BCC,1.45175438596491,0.0590805563175609,2443.01754385965,-3.47183748845799,1.71438596491228,0.306634347327417,4.94736842105263,0.803960648237867,145.789473684211
Mo2NbTiVZr,5,SS,BCC,1.45166666666667,0.0575886852077357,2465.66666666667,-3.66666666666667,1.73666666666667,0.314253966650471,5.0,0.816496580927726,150.0
MoNbTiV0.25Zr,5,SS,BCC,1.476,0.0525925182982117,2414.29411764706,-2.60207612456747,1.65588235294118,0.297856238981738,4.76470588235294,0.806547600047182,129.411764705882
MoNbTiV0.50Zr,5,SS,BCC,1.46711111111111,0.0571673531434755,2401.44444444444,-2.66666666666667,1.65444444444444,0.289524940822073,4.77777777777778,0.785674201318386,131.111111111111
MoNbTiV0.75Zr,5,SS,BCC,1.45915789473684,0.0605367403390739,2389.94736842105,-2.70360110803324,1.65315789473684,0.281855741967018,4.78947368421053,0.76632735676637,132.631578947368
MoNbTiV1.0Zr,5,SS,BCC,1.452,0.0630682546746175,2379.6,-2.72,1.652,0.27476535443902,4.8,0.748331477354788,134.0
MoNbTiV1.5Zr,5,SS,BCC,1.43963636363636,0.0664524027001129,2361.72727272727,-2.71074380165289,1.65,0.262054817304943,4.81818181818182,0.715818897637437,136.363636363636
MoNbTiV2.0Zr,5,SS,BCC,1.42933333333333,0.0683962545813785,2346.83333333333,-2.66666666666667,1.64833333333333,0.250959270710519,4.83333333333333,0.687184270936277,138.333333333333
MoNbTiV3.0Zr,5,SS,BCC,1.41314285714286,0.069926734668141,2323.42857142857,-2.53061224489796,1.64571428571429,0.232431688450431,4.85714285714286,0.63887656499994,141.428571428571
MoNbTiV3Zr,5,SS,2BCC,1.41314285714286,0.069926734668141,2323.42857142857,-2.53061224489796,1.64571428571429,0.232431688450431,4.85714285714286,0.63887656499994,141.428571428571
MoNbTiVZr,5,SS,BCC,1.452,0.0630682546746175,2379.6,-2.72,1.652,0.27476535443902,4.8,0.748331477354788,134.0
MoTaVWZr,5,IM,IM,1.4332,0.0678228465204741,2838.4,-4.8,1.796,0.395706962283961,5.2,0.748331477354788,180.0
NbSnTaTiZr,5,IM,IM,1.5088,0.056243920493665,2122.816,-9.28,1.586,0.207422274599427,4.4,0.489897948556636,107.6
NbTaTiVW,5,SS,BCC+HCP,1.4008,0.037404471064456,2771.8,-3.68,1.726,0.320224920954007,5.0,0.632455532033676,190.0
Ni61Al11Ni8Co5Cu15,5,AM,AM,1.63995,0.162824191961376,1324.1572,-22.5536,1.4043,0.340435764866149,6.89,2.38283444662024,72.28
Nd60Al10Ni10Cu10Fe10,5,AM,AM,1.6297,0.168299674436785,1361.224,-22.12,1.409,0.338214429023955,6.8,2.18174242292714,75.8
Nd60Al10Ni10Cu16Fe4,5,AM,AM,1.63192,0.166218905264543,1334.0302,-25.2352,1.4132,0.343804828354693,6.98,2.38738350501129,74.0
Nd60Al10Ni10Cu18Fe2,5,AM,AM,1.63266,0.16551949103535,1324.9656,-26.3568,1.4146,0.345636861460117,7.04,2.44916312237466,73.4
Nd60Al15Ni10Cu10Fe5,5,AM,AM,1.63925,0.160865552905818,1317.3475,-27.37,1.398,0.327759057845851,6.55,2.31246621596944,71.1
NiCoCrMnV,5,SS+IM,FCC+IM,1.2824,0.0333129186592414,1875.6,-9.12,1.726,0.142912560679599,7.4,1.85472369909914,160.0
NiCoFeCrAl0.375,5,SS,FCC,1.26262857142857,0.041171340312208,1791.326,-7.9934693877551,1.802,0.109565375135448,7.8,2.03960780543711,164.228571428571
NiCoFeCrMo0.3,5,SS,FCC,1.26093023255814,0.0411649852734324,1943.20930232558,-4.15359653866955,1.84372093023256,0.127279645531312,8.09302325581395,1.53734826800357,176.511627906977
NiCoFeCrMo0.1Al0.3,5,SS,FCC,1.25170731707317,0.0252237812424703,1896.73170731707,-3.90243902439024,1.82829268292683,0.108961896204633,8.19512195121951,1.50153599723135,173.90243902439
Ni40Cu5Ti17Zr28Al10,5,AM,AM,1.40288,0.106962587677478,1778.2455,-43.254,1.6542,0.247055378407352,6.65,3.15079355083763,105.3
Ni40Cu6Ti16Zr28Al10,5,AM,AM,1.40104,0.107382417194274,1772.4132,-42.8112,1.6578,0.247986209293985,6.72,3.16884837125414,105.6
Ni70Mo5Nb5P14B6,5,AM,AM,1.21555,0.107516915035116,1677.262,-27.8392,1.954,0.134104436913922,8.43,2.45460791166329,160.98
SrCaYbMgZn,5,AM,AM,1.7648,0.152531711281572,975.536,-13.12,1.202,0.255765517613301,4.0,4.0,32.6
TaNbVTiAl0.25,5,SS,BCC,1.41058823529412,0.0383243970909152,2446.43941176471,-4.81660899653979,1.57,0.0501761602638497,4.64705882352941,0.588235294117647,155.058823529412
TaNbVTiAl0.5,5,SS,BCC,1.41177777777778,0.0373750476203632,2362.38555555556,-8.39506172839506,1.57222222222222,0.0496158079150358,4.55555555555556,0.684934889218775,150.666666666667
Ti50Cu20Ni24Si4B2,5,AM,AM,1.34876,0.0951087267331385,1771.234,-29.8816,1.7252,0.186174541761219,6.82,3.24154284253656,134.68
Ti50Ni20Cu25Sn3Be7,5,AM,AM,1.3587619047619,0.0895355996042639,1695.138,-20.9922902494331,1.71019047619048,0.181847560190926,6.67619047619048,3.41005582441455,130.32380952381
Ti1Zr1Cu1Ni1Be1,5,AM,AM,1.3418,0.126965596344012,1742.954,-30.24,1.65,0.224053565024081,6.2,3.6,112.0
TiZrHfCuNi,5,AM,AM,1.4334,0.103363704108683,1932.154,-27.36,1.596,0.265525893275967,6.6,3.2,108.0
TiZrNbMoV0.25,5,SS,BCC,1.476,0.0525925182982117,2414.29411764706,-2.60207612456747,1.65588235294118,0.297856238981738,4.76470588235294,0.806547600047182,129.411764705882
TiZrNbMoV0.5,5,SS,BCC,1.46711111111111,0.0571673531434755,2401.44444444444,-2.66666666666667,1.65444444444444,0.289524940822073,4.77777777777778,0.785674201318386,131.111111111111
TiZrNbMoV0.75,5,SS,BCC,1.45915789473684,0.0605367403390739,2389.94736842105,-2.70360110803324,1.65315789473684,0.281855741967018,4.78947368421053,0.76632735676637,132.631578947368
TiZrNbMoV1.5,5,SS,BCC,1.43963636363636,0.0664524027001129,2361.72727272727,-2.71074380165289,1.65,0.262054817304943,4.81818181818182,0.715818897637437,136.363636363636
TiZrNbMoV2,5,SS,BCC,1.42933333333333,0.0683962545813786,2346.83333333333,-2.66666666666667,1.64833333333333,0.250959270710519,4.83333333333333,0.687184270936277,138.333333333333
TiZrNbMoV3,5,SS,BCC,1.41314285714286,0.069926734668141,2323.42857142857,-2.53061224489796,1.64571428571429,0.232431688450431,4.85714285714286,0.63887656499994,141.428571428571
Ti40Zr25Ni3Cu12Be20,5,AM,AM,1.40029,0.12372800570078,1835.1724,-25.8764,1.5478,0.175508290402476,4.62,2.71580558950747,92.2
Ti40Zr25Ni8Cu9Be18,5,AM,AM,1.40185,0.121865364875047,1849.6393,-28.2612,1.5549,0.183251166435578,4.75,2.72901080979904,94.4
YGdTbDyLu,5,SS,HCP,1.7786,0.0137195767959042,1723.6,0.0,1.222,0.0256124969497314,7.8,3.96988664825584,41.34
ZrHfTiCuCo,5,AM,AM,1.4344,0.102415551572787,1940.154,-23.52,1.59,0.258611678003914,6.4,3.00665927567458,108.0
ZrHfTiCuFe,5,AM,AM,1.4324,0.104324490591561,1948.754,-15.84,1.58,0.247951608181919,6.2,2.85657137141714,106.0
Zr57Nb5Cu15.4Ni12.6Al10,5,AM,AM,1.482168,0.100440875447956,1870.63158,-33.612016,1.53236,0.250911200228288,5.784,3.00821275843315,60.34
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,5,AM,AM,1.484119,0.101110102599018,1851.02353,-34.905488,1.52956,0.253052971529678,5.785,3.03261850551631,57.468
Zr17Ta16Ti19Nb22Si26,5,AM,AM,1.39325,0.110918363631983,2300.57,-48.6432,1.6047,0.195076677232313,4.38,0.485386443980464,116.3
Zr52.5Ti5Al10Cu17.9Ni14.6,5,AM,AM,1.468553,0.104067478150443,1802.92583,-35.791556,1.55521,0.258063860119932,6.029,3.16388353135826,64.44
Zr55Ti5Al10Cu20Ni10,5,AM,AM,1.47815,0.100800605094945,1805.151,-32.88,1.5405,0.25368238015282,5.9,3.14483703870328,59.1
